name  from_junction  to_junction        qext_w  \
167                       Rivitalot  362712.367188  6.671648e+06  
168                Asuinkerrostalot  363188.464844  6.671720e+06  
169                    Omakotitalot  357261.476563  6.669294e+06  
170                       Rivitalot  364561.816406  6.671548e+06  
171                       Rivitalot  366585.773438  6.670632e+06  
172                       Rivitalot  359872.992188  6.667779e+06  
173                       Rivitalot  357574.117188  6.667903e+06  
174    Laitospalvelujen rakennukset  360567.527344  6.668537e+06  
175                       Rivitalot  359872.105469  6.667777e+06  
176                       Paritalot  362977.507813  6.672715e+06  
177    Laitospalvelujen rakennukset  357418.507813  6.668642e+06  
178     Muut liikenteen rakennukset  357974.707031  6.667398e+06  
179  Yleissivistävien oppilaitosten  357586.070313  6.667736e+06  
180  Kauppakeskukset, liike- ja tav  357753.539063  6.667644e+06  
181             Toimistorakennukset  357760.750000  6.667631e+06  
182                       Rivitalot  363103.164063  6.672217e+06  
183                Asuinkerrostalot  359528.648438  6.667407e+06  
184                       Rivitalot  363055.265625  6.672371e+06  
185                       Rivitalot  359989.085938  6.667854e+06  
186                       Rivitalot  359915.980469  6.667866e+06  
187                Asuinkerrostalot  359557.851563  6.667438e+06  
188                    Omakotitalot  357090.886719  6.669394e+06  
189                       Paritalot  357227.503906  6.669450e+06  
190                       Paritalot  357224.386719  6.669450e+06  
191                       Rivitalot  363057.488281  6.672533e+06  
192                Asuinkerrostalot  359867.773438  6.667678e+06  
193                    Omakotitalot  356791.722656  6.668133e+06  
194                    Omakotitalot  357407.386719  6.669496e+06  
195               Lasten päiväkodit  355175.492188  6.664603e+06  
196                    Omakotitalot  357170.167969  6.669470e+06  
197                    Omakotitalot  359575.039063  6.667788e+06  
198                Asuinkerrostalot  363035.890625  6.671231e+06  
199                Asuinkerrostalot  358766.574219  6.667770e+06  
200                    Omakotitalot  357350.238281  6.669525e+06  
201                    Omakotitalot  357059.972656  6.669483e+06  
202                       Paritalot  357289.785156  6.669227e+06  
203                    Omakotitalot  357265.171875  6.669461e+06  
204                    Omakotitalot  357293.105469  6.669171e+06  
205                    Omakotitalot  363253.042969  6.672314e+06  
206                    Omakotitalot  357371.269531  6.669536e+06  
207                       Rivitalot  357378.746094  6.669288e+06  
208                    Omakotitalot  357337.273438  6.669443e+06  
209                    Omakotitalot  357071.964844  6.669442e+06  
210                    Omakotitalot  357084.464844  6.669497e+06  
211                    Omakotitalot  357127.382813  6.669507e+06  
212  Teollisuus- ja pienteollisuust  357040.269531  6.667346e+06  
213                    Omakotitalot  357356.136719  6.669473e+06  
214                    Omakotitalot  359001.074219  6.667117e+06  
215                    Omakotitalot  357150.777344  6.669427e+06  
216  Yleiskäyttöiset teollisuushall  361886.082031  6.668482e+06  
217                    Omakotitalot  357132.433594  6.669400e+06  
218                       Rivitalot  362784.792969  6.672978e+06  
219                       Rivitalot  364077.843750  6.671349e+06  
220                    Omakotitalot  357384.871094  6.669490e+06  
221  Tukku- ja vähittäiskaupan myym  357468.398438  6.667472e+06  
222                    Omakotitalot  363156.128906  6.672473e+06  
223                    Omakotitalot  357273.222656  6.669467e+06  
224                    Omakotitalot  357094.167969  6.669200e+06  
225         Muut myymälärakennukset  357008.812500  6.667256e+06  
226                    Omakotitalot  357059.730469  6.669368e+06  
227                   Väestönsuojat  359584.296875  6.667694e+06  
228                    Omakotitalot  359193.777344  6.667811e+06  
229                    Omakotitalot  356968.996094  6.666004e+06  
230                Asuinkerrostalot  358781.750000  6.667823e+06  
231                Asuinkerrostalot  358804.640625  6.667821e+06  
232                Asuinkerrostalot  358802.265625  6.667790e+06  
233                       Rivitalot  358114.019531  6.666202e+06  
234                       Rivitalot  363114.839844  6.671755e+06  
235                       Rivitalot  363114.875000  6.671755e+06  
236                    Omakotitalot  357112.351563  6.669205e+06  
237                    Omakotitalot  358988.585938  6.667769e+06  
238                       Rivitalot  358046.738281  6.666166e+06  
239                    Omakotitalot  357007.542969  6.666030e+06  
240                    Omakotitalot  357038.066406  6.665869e+06  
241                       Paritalot  357037.156250  6.668303e+06  
242                    Omakotitalot  356996.652344  6.665984e+06  
243                Asuinkerrostalot  357639.046875  6.666435e+06  
244                    Omakotitalot  356904.660156  6.665849e+06  
245                       Rivitalot  357068.011719  6.669291e+06  
246                   Ei määritelty  356995.878906  6.667376e+06  
247                    Omakotitalot  356833.761719  6.665867e+06  
248                Asuinkerrostalot  358900.750000  6.667800e+06  
249                    Omakotitalot  356880.554688  6.665808e+06  
250                    Omakotitalot  356839.031250  6.665821e+06  
251                    Omakotitalot  357066.355469  6.665976e+06  
252                    Omakotitalot  357046.949219  6.665887e+06  
253                    Omakotitalot  356877.320313  6.665821e+06  
254                       Rivitalot  361828.796875  6.669119e+06  
255                       Paritalot  357112.460938  6.669344e+06  
256                    Omakotitalot  357037.078125  6.666006e+06  
257                    Omakotitalot  356973.953125  6.665971e+06  
258                       Paritalot  357000.671875  6.669178e+06  
259                    Omakotitalot  356879.515625  6.665742e+06  
260               Lasten päiväkodit  357445.042969  6.669319e+06  
261                    Omakotitalot  360263.117188  6.668584e+06  
262                    Omakotitalot  357062.039063  6.665928e+06  
263                    Omakotitalot  357037.027344  6.669460e+06  
264                    Omakotitalot  356873.125000  6.665871e+06  
265                    Omakotitalot  357051.640625  6.666040e+06  
266                Asuinkerrostalot  357764.957031  6.666432e+06  
267                 Varastokatokset  363405.945313  6.671350e+06  
268                    Omakotitalot  356850.789063  6.665796e+06  
269               Lasten päiväkodit  362554.109375  6.671362e+06  
270                    Omakotitalot  357070.625000  6.665996e+06  
271                    Omakotitalot  356868.765625  6.665856e+06  
272                    Omakotitalot  356837.695313  6.665836e+06  
273                Asuinkerrostalot  357511.449219  6.668047e+06  
274                       Rivitalot  363484.921875  6.672369e+06  
275                    Omakotitalot  357415.312500  6.669539e+06  
276                Asuinkerrostalot  358691.988281  6.667845e+06  
277  Yleissivistävien oppilaitosten  363825.699219  6.671000e+06  
278                    Omakotitalot  357026.121094  6.666036e+06  
279                    Omakotitalot  357184.847656  6.666100e+06  
280                Asuinkerrostalot  357374.121094  6.668541e+06  
281                Asuinkerrostalot  355630.664063  6.664589e+06  
282               Lasten päiväkodit  363303.449219  6.672182e+06  
283                    Omakotitalot  363148.105469  6.672420e+06  
284                Asuinkerrostalot  358098.238281  6.667485e+06  
285                       Rivitalot  357271.558594  6.666123e+06  
286                Asuinkerrostalot  357018.683594  6.668857e+06  
287                Asuinkerrostalot  357035.589844  6.668836e+06  
288                Asuinkerrostalot  363024.558594  6.671433e+06  
289                Asuinkerrostalot  355548.953125  6.664544e+06  
290                    Omakotitalot  357206.636719  6.666148e+06  
291                    Omakotitalot  359354.011719  6.667347e+06  
292                Asuinkerrostalot  355094.941406  6.664546e+06  
293    Laitospalvelujen rakennukset  360072.480469  6.668665e+06  
294                       Rivitalot  357852.562500  6.666165e+06  
295                Asuinkerrostalot  358726.105469  6.667757e+06  
296                    Omakotitalot  357221.726563  6.666177e+06  
297  Muut urheilu- ja liikuntaraken  362863.035156  6.671228e+06  
298                    Omakotitalot  357170.781250  6.668011e+06  
299               Lasten päiväkodit  357400.601563  6.668487e+06  
300                       Rivitalot  358170.082031  6.666214e+06  
301                 Varastokatokset  366223.714844  6.670109e+06  
302                    Omakotitalot  357188.320313  6.669330e+06  
303                    Omakotitalot  357128.750000  6.669294e+06  
304                      Paloasemat  358072.175781  6.666468e+06  
305                       Rivitalot  362758.128906  6.672911e+06  
306                       Rivitalot  362845.722656  6.672826e+06  
307                    Omakotitalot  362871.542969  6.673016e+06  
308                Asuinkerrostalot  359477.015625  6.667550e+06  
309                    Omakotitalot  357212.722656  6.669500e+06  
310                    Omakotitalot  357273.203125  6.669539e+06  
311                Asuinkerrostalot  357520.695313  6.666456e+06  
312                    Omakotitalot  357119.480469  6.669462e+06  
313                    Omakotitalot  356960.371094  6.667807e+06  
314  Ravintolarakennukset ja vastaa  358035.019531  6.667611e+06  
315                    Omakotitalot  357295.863281  6.666071e+06  
316  Muut terveydenhuoltorakennukse  355737.906250  6.663624e+06  
317      Seura- ja kerhorakennukset  363164.949219  6.672182e+06  
318             Toimistorakennukset  357722.914063  6.667715e+06  
319               Lasten päiväkodit  357805.562500  6.666447e+06  
320  Kauppakeskukset, liike- ja tav  363198.960938  6.671572e+06  
321                Asuinkerrostalot  359809.015625  6.667545e+06  
322                       Rivitalot  356758.695313  6.667894e+06  
323                    Omakotitalot  363091.933594  6.671336e+06  
324                       Rivitalot  356083.058594  6.663882e+06  
325                    Omakotitalot  357324.925781  6.666143e+06  
326                Asuinkerrostalot  363097.535156  6.671215e+06  
327                Asuinkerrostalot  359531.437500  6.667468e+06  
328                Asuinkerrostalot  358073.324219  6.667559e+06  
329                       Rivitalot  357151.410156  6.668539e+06  
330                   Ei määritelty  362987.910156  6.671057e+06  
331                       Rivitalot  356855.839844  6.667280e+06  
332                    Omakotitalot  356946.445313  6.665971e+06  
333  Kauppakeskukset, liike- ja tav  358052.136719  6.667519e+06  
334                    Omakotitalot  358014.359375  6.668576e+06  
335                       Rivitalot  356957.503906  6.667310e+06  
336               Lasten päiväkodit  363373.117188  6.672406e+06  
337                Asuinkerrostalot  357806.628906  6.667761e+06  
338                       Rivitalot  357007.292969  6.665737e+06  
339                Asuinkerrostalot  363037.925781  6.671358e+06  
340                       Rivitalot  356977.421875  6.665882e+06  
341                Asuinkerrostalot  358086.617188  6.667521e+06  
342                Asuinkerrostalot  357963.671875  6.667805e+06  
343                    Omakotitalot  357848.484375  6.668408e+06  
344                       Rivitalot  361391.078125  6.669064e+06  
345                Asuinkerrostalot  357882.652344  6.667891e+06  
346                Asuinkerrostalot  359860.855469  6.667603e+06  
347                Asuinkerrostalot  357129.910156  6.667904e+06  
348               Lasten päiväkodit  357830.988281  6.666392e+06  
349                Asuinkerrostalot  363130.703125  6.671264e+06  
350                Asuinkerrostalot  358514.855469  6.669506e+06  
351                Asuinkerrostalot  358370.210938  6.669177e+06  
352                Asuinkerrostalot  359573.375000  6.667399e+06  
353                Asuinkerrostalot  358405.203125  6.669235e+06  
354                       Rivitalot  363609.867188  6.671065e+06  
355                       Paritalot  357010.085938  6.669232e+06  
356                Asuinkerrostalot  358584.246094  6.669439e+06  
357                Asuinkerrostalot  358548.808594  6.669499e+06  
358                Asuinkerrostalot  363085.023438  6.671267e+06  
359                Asuinkerrostalot  358520.960938  6.669380e+06  
360                Asuinkerrostalot  358483.542969  6.669254e+06  
361                Asuinkerrostalot  358489.835938  6.669276e+06  
362                       Rivitalot  357949.710938  6.668577e+06  
363                       Rivitalot  357950.363281  6.668578e+06  
364                Asuinkerrostalot  363633.371094  6.671124e+06  
365                Asuinkerrostalot  362977.847656  6.671252e+06  
366                       Rivitalot  358190.496094  6.669100e+06  
367                Asuinkerrostalot  358251.523438  6.669155e+06  
368                Asuinkerrostalot  358316.636719  6.669286e+06  
369                Asuinkerrostalot  358340.769531  6.669339e+06  
370                    Omakotitalot  357049.113281  6.667773e+06  
371                Asuinkerrostalot  363167.824219  6.671366e+06  
372                      Uimahallit  358141.417969  6.668440e+06  
373                 Monitoimihallit  358084.390625  6.668270e+06  
374                Asuinkerrostalot  364377.500000  6.671497e+06  
375                Asuinkerrostalot  357188.156250  6.667929e+06  
376                       Rivitalot  356012.808594  6.663568e+06  
377                       Rivitalot  355411.617188  6.664621e+06  
378                Asuinkerrostalot  363009.855469  6.671314e+06  
379  Yleissivistävien oppilaitosten  362900.855469  6.671312e+06  
380                Asuinkerrostalot  357827.503906  6.667827e+06  
381  Yleissivistävien oppilaitosten  363301.398438  6.672540e+06  
382         Muut myymälärakennukset  359531.394531  6.667404e+06  
383  Yleissivistävien oppilaitosten  359283.246094  6.668394e+06  
384         Muut myymälärakennukset  357016.789063  6.668781e+06  
385                Asuinkerrostalot  357135.816406  6.665677e+06  
386               Lasten päiväkodit  355987.933594  6.663854e+06  
387                    Omakotitalot  356982.644531  6.667762e+06  
388                    Omakotitalot  356973.609375  6.667774e+06  
389                    Omakotitalot  357015.117188  6.667755e+06  
390                Asuinkerrostalot  363121.039063  6.671388e+06  
391  Kauppakeskukset, liike- ja tav  357293.761719  6.667480e+06  
392                Asuinkerrostalot  359674.695313  6.667557e+06  
393  Kauppakeskukset, liike- ja tav  357182.164063  6.667500e+06  
394                Asuinkerrostalot  357234.609375  6.666028e+06  
395                       Rivitalot  357490.007813  6.666466e+06  
396             Toimistorakennukset  357080.179688  6.667488e+06  
397                       Rivitalot  362670.886719  6.671072e+06  
398     Muut kokoontumisrakennukset  358355.179688  6.667642e+06  
399                Asuinkerrostalot  359775.761719  6.667641e+06  
400    Laitospalvelujen rakennukset  356014.855469  6.663695e+06  
401                Asuinkerrostalot  357338.097656  6.668616e+06  
402                Asuinkerrostalot  363060.691406  6.671436e+06  
403                Asuinkerrostalot  365593.835938  6.670132e+06  
404                    Omakotitalot  364329.660156  6.671743e+06  
405  Muut terveydenhuoltorakennukse  358238.554688  6.668730e+06  
406                       Rivitalot  364443.410156  6.671399e+06  
407                Asuinkerrostalot  363377.449219  6.671944e+06  
408                       Rivitalot  357024.796875  6.665771e+06  
409                Asuinkerrostalot  359709.714844  6.667476e+06  
410                Asuinkerrostalot  357904.699219  6.667790e+06  
411  Kauppakeskukset, liike- ja tav  357909.320313  6.667643e+06  
412     Muut liikenteen rakennukset  357911.269531  6.667641e+06  
413                Asuinkerrostalot  358066.238281  6.667592e+06  
414  Ammatillisten oppilaitosten ra  358016.527344  6.668848e+06  
415                Asuinkerrostalot  363114.562500  6.671496e+06  
416                Asuinkerrostalot  363113.710938  6.671496e+06  
417                    Omakotitalot  357039.394531  6.667784e+06  
418         Muut myymälärakennukset  363216.812500  6.671740e+06  
419                 Monitoimihallit  362920.144531  6.671149e+06  
420                       Rivitalot  365973.277344  6.670138e+06  
421    Laitospalvelujen rakennukset  362067.828125  6.671879e+06  
422                    Omakotitalot  356957.964844  6.665836e+06  
423                Asuinkerrostalot  363202.785156  6.671337e+06  
424                    Omakotitalot  363776.128906  6.671143e+06  
425                       Rivitalot  363781.097656  6.671143e+06  
426                    Omakotitalot  357083.542969  6.668455e+06  
427                    Omakotitalot  357072.328125  6.668482e+06  
428                    Omakotitalot  357029.796875  6.668533e+06  
429                    Omakotitalot  357035.464844  6.668534e+06  
430                    Omakotitalot  357026.429688  6.668405e+06  
431                    Omakotitalot  357010.125000  6.668403e+06  
432                    Omakotitalot  356978.957031  6.668397e+06  
433                    Omakotitalot  356963.507813  6.668393e+06  
434                    Omakotitalot  357014.972656  6.667868e+06  
435                    Omakotitalot  357003.636719  6.667887e+06  
436                    Omakotitalot  356987.718750  6.667862e+06  
437  Tukku- ja vähittäiskaupan myym  357575.171875  6.667358e+06  
438  Ammatillisten oppilaitosten ra  357512.261719  6.667338e+06  
439                Asuinkerrostalot  357276.343750  6.668012e+06  
440                    Omakotitalot  356975.085938  6.668454e+06  
441                    Omakotitalot  356965.656250  6.668454e+06  
442                    Omakotitalot  356913.265625  6.668379e+06  
443                    Omakotitalot  357029.652344  6.668430e+06  
444                    Omakotitalot  357059.675781  6.668418e+06  
445                    Omakotitalot  357053.640625  6.668444e+06  
446                    Omakotitalot  356993.148438  6.668512e+06  
447                    Omakotitalot  356995.578125  6.668499e+06  
448                    Omakotitalot  357005.972656  6.668515e+06  
449                    Omakotitalot  357026.996094  6.668510e+06  
450                    Omakotitalot  357069.011719  6.668519e+06  
451                    Omakotitalot  357031.652344  6.668480e+06  
452                    Omakotitalot  357053.648438  6.668481e+06  
453                    Omakotitalot  356808.261719  6.668102e+06  
454                    Omakotitalot  356809.093750  6.668086e+06  
455                    Omakotitalot  356955.531250  6.667876e+06  
456                    Omakotitalot  356952.921875  6.667900e+06  
457                    Omakotitalot  356924.484375  6.667869e+06  
458                    Omakotitalot  356903.464844  6.667840e+06  
459                    Omakotitalot  356889.191406  6.667851e+06  
460                    Omakotitalot  356877.300781  6.667881e+06  
461                    Omakotitalot  357087.453125  6.668412e+06  
462                Asuinkerrostalot  357293.601563  6.667632e+06  
463                Asuinkerrostalot  357244.703125  6.667638e+06  
464                       Rivitalot  357124.976563  6.668437e+06  
465                Asuinkerrostalot  357124.910156  6.667955e+06  
466                    Omakotitalot  356772.160156  6.668079e+06  
467                    Omakotitalot  356771.320313  6.668093e+06  
468                    Omakotitalot  357044.062500  6.667743e+06  
469                    Omakotitalot  357051.421875  6.667739e+06  
470                Asuinkerrostalot  357204.000000  6.667925e+06  
471                Asuinkerrostalot  357257.824219  6.667949e+06  
472                       Rivitalot  357263.300781  6.667938e+06  
473                Asuinkerrostalot  357324.957031  6.667955e+06  
474                    Omakotitalot  357150.996094  6.668038e+06  
475                       Rivitalot  357738.609375  6.668505e+06  
476                Asuinkerrostalot  357338.039063  6.668529e+06  
477  Tukku- ja vähittäiskaupan myym  357969.480469  6.667287e+06  
478  Yleiskäyttöiset teollisuushall  357135.710938  6.667188e+06  
479                       Rivitalot  357182.019531  6.667710e+06  
480                       Rivitalot  357177.859375  6.667665e+06  
481                    Omakotitalot  356997.796875  6.667812e+06  
482                    Omakotitalot  357013.664063  6.667797e+06  
483                    Omakotitalot  357036.054688  6.667834e+06  
484                    Omakotitalot  357036.476563  6.667819e+06  
485             Toimistorakennukset  357719.691406  6.667387e+06  
486  Tukku- ja vähittäiskaupan myym  357691.707031  6.667373e+06  
487             Toimistorakennukset  357682.937500  6.667369e+06  
488                Asuinkerrostalot  357453.152344  6.668008e+06  
489                Asuinkerrostalot  357388.968750  6.668001e+06  
490                Asuinkerrostalot  357344.398438  6.668003e+06  
491         Muut myymälärakennukset  357762.601563  6.667876e+06  
492  Tukku- ja vähittäiskaupan myym  357675.898438  6.667919e+06  
493                    Omakotitalot  356790.566406  6.668110e+06  
494                    Omakotitalot  357118.308594  6.668420e+06  
495                       Rivitalot  362957.492188  6.672798e+06
